127.0.0.1 - - [06/Aug/2016:14:09:48 +0300] "GET /cargocpc/index.html HTTP/1.1" 200 124
192.168.0.68 - - [06/Aug/2016:14:29:10 +0300] "GET /jira/images/icons/emoticons/wink.gif HTTP/1.1" 200 377
192.168.0.68 - - [06/Aug/2016:14:29:10 +0300] "GET /jira/images/icons/emoticons/error.gif HTTP/1.1" 200 138
192.168.0.68 - - [06/Aug/2016:14:29:10 +0300] "GET /jira/images/icons/emoticons/information.gif HTTP/1.1" 200 144
192.168.0.68 - - [06/Aug/2016:14:29:10 +0300] "GET /jira/images/icons/emoticons/warning.gif HTTP/1.1" 200 345
192.168.0.68 - - [06/Aug/2016:14:29:10 +0300] "POST /jira/rest/quickedit/1.0/userpreferences/create HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:29:10 +0300] "GET /jira/images/icons/emoticons/add.gif HTTP/1.1" 200 147
192.168.0.68 - - [06/Aug/2016:14:29:10 +0300] "GET /jira/images/icons/emoticons/forbidden.gif HTTP/1.1" 200 87
192.168.0.68 - - [06/Aug/2016:14:29:10 +0300] "GET /jira/images/icons/emoticons/help_16.gif HTTP/1.1" 200 226
192.168.0.68 - - [06/Aug/2016:14:29:10 +0300] "GET /jira/images/icons/emoticons/lightbulb_on.gif HTTP/1.1" 200 243
192.168.0.68 - - [06/Aug/2016:14:29:10 +0300] "GET /jira/images/icons/emoticons/star_red.gif HTTP/1.1" 200 159
192.168.0.68 - - [06/Aug/2016:14:29:10 +0300] "GET /jira/images/icons/emoticons/star_yellow.gif HTTP/1.1" 200 356
192.168.0.68 - - [06/Aug/2016:14:29:10 +0300] "GET /jira/images/icons/emoticons/lightbulb.gif HTTP/1.1" 200 238
192.168.0.68 - - [06/Aug/2016:14:29:10 +0300] "GET /jira/images/icons/emoticons/star_green.gif HTTP/1.1" 200 159
192.168.0.68 - - [06/Aug/2016:14:29:10 +0300] "GET /jira/images/icons/emoticons/flag.gif HTTP/1.1" 200 551
192.168.0.68 - - [06/Aug/2016:14:29:10 +0300] "GET /jira/images/icons/emoticons/star_blue.gif HTTP/1.1" 200 159
192.168.0.68 - - [06/Aug/2016:14:29:10 +0300] "GET /jira/images/icons/emoticons/flag_grey.gif HTTP/1.1" 200 322
192.168.0.68 - - [06/Aug/2016:14:29:10 +0300] "GET /jira/secure/useravatar?size=xsmall&avatarId=10123 HTTP/1.1" 200 506
192.168.0.68 - - [06/Aug/2016:14:29:11 +0300] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:29:28 +0300] "GET /jira/s/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/3.1.13/_/download/resources/com.atlassian.jira.jira-quick-edit-plugin:quick-form/images/icon-checkbox.png HTTP/1.1" 200 489
192.168.0.68 - - [06/Aug/2016:14:29:31 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 1183
192.168.0.68 - - [06/Aug/2016:14:29:31 +0300] "GET /jira/s/6a1b4107815badbaae88384a7a2fb60b-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/4.0.8/_/download/batch/com.atlassian.jira.plugins.jira-admin-helper-plugin:whereismycf-resources/com.atlassian.jira.plugins.jira-admin-helper-plugin:whereismycf-resources.css HTTP/1.1" 200 701
192.168.0.68 - - [06/Aug/2016:14:29:31 +0300] "GET /jira/s/d7524864c6fe6f78f131fa739d936a67-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/4.0.8/_/download/batch/com.atlassian.jira.plugins.jira-admin-helper-plugin:whereismycf-resources/com.atlassian.jira.plugins.jira-admin-helper-plugin:whereismycf-resources.js?locale=ru-RU HTTP/1.1" 200 7869
192.168.0.68 - - [06/Aug/2016:14:29:31 +0300] "GET /jira/s/a64178202ff52ca3c122a5f17b984f42-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/4.0.8/_/download/batch/com.atlassian.jira.plugins.jira-admin-helper-plugin:soy/com.atlassian.jira.plugins.jira-admin-helper-plugin:soy.js?locale=ru-RU HTTP/1.1" 200 3011
192.168.0.68 - - [06/Aug/2016:14:29:31 +0300] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:30:21 +0300] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:32:25 +0300] "GET /jira HTTP/1.1" 302 -
192.168.0.68 - - [06/Aug/2016:14:32:25 +0300] "GET /jira HTTP/1.1" 302 -
192.168.0.68 - - [06/Aug/2016:14:32:26 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.issuetable%2Cgadget.assignedtome%2Cgadget.issuetable.common HTTP/1.1" 200 2825
192.168.0.68 - - [06/Aug/2016:14:32:26 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.issuetable%2Cgadget.assignedtome%2Cgadget.issuetable.common HTTP/1.1" 200 2825
192.168.0.68 - - [06/Aug/2016:14:32:26 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/86e1ac508b14797a5ad844df9941e144/_/download/contextbatch/js/jira.dashboard,-_super/batch.js HTTP/1.1" 200 420
192.168.0.68 - - [06/Aug/2016:14:32:26 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.issuetable%2Cgadget.assignedtome%2Cgadget.issuetable.common HTTP/1.1" 200 2825
192.168.0.68 - - [06/Aug/2016:14:32:26 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.issuetable%2Cgadget.assignedtome%2Cgadget.issuetable.common HTTP/1.1" 200 2825
192.168.0.68 - - [06/Aug/2016:14:32:26 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.issuetable%2Cgadget.assignedtome%2Cgadget.issuetable.common HTTP/1.1" 200 2825
192.168.0.68 - - [06/Aug/2016:14:32:26 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.issuetable%2Cgadget.assignedtome%2Cgadget.issuetable.common HTTP/1.1" 200 2825
192.168.0.68 - - [06/Aug/2016:14:32:26 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:32:26 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:32:26 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:32:26 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:32:26 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:32:26 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:32:26 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:32:26 +0300] "GET /jira/s/a6cc25dcace753dd9342a20af5b1f2fb-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/2d6498981aceacf4ab2243a9ca8a1797/_/download/contextbatch/css/atl.dashboard,atl.general,jira.global,jira.general,-_super/batch.css?devtoolbar=false&is-server-instance=true&is-system-admin=true&nps-acknowledged=true&nps-not-opted-out=true HTTP/1.1" 200 69115
192.168.0.68 - - [06/Aug/2016:14:32:26 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:32:26 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:32:26 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:32:27 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:32:27 +0300] "GET /jira/ HTTP/1.1" 200 10526
192.168.0.68 - - [06/Aug/2016:14:32:27 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:32:27 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 426
192.168.0.68 - - [06/Aug/2016:14:32:27 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 341
192.168.0.68 - - [06/Aug/2016:14:32:27 +0300] "GET /jira/s/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/4.2.0/_/download/resources/com.atlassian.gadgets.dashboard:dashboard/images/icons/tools_20.png HTTP/1.1" 200 329
192.168.0.68 - - [06/Aug/2016:14:32:27 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:32:27 +0300] "POST /jira/plugins/servlet/gadgets/dashboard-diagnostics HTTP/1.1" 200 276
192.168.0.68 - - [06/Aug/2016:14:32:28 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:32:28 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:32:28 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:32:28 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:32:28 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:32:28 +0300] "GET /jira/rest/hipchat/integrations/1.0/configuration/status?_=1470483148265 HTTP/1.1" 200 100
192.168.0.68 - - [06/Aug/2016:14:32:28 +0300] "GET /jira/rest/qr/1.0/batching?_=1470483148268 HTTP/1.1" 200 423
192.168.0.68 - - [06/Aug/2016:14:32:28 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:32:28 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:32:28 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:32:28 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:32:28 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:32:28 +0300] "GET /jira/rest/gadgets/1.0/g/messagebundle/und/gadget.common%2Cgadget.activity.stream%2Cstreams.comment.action%2Cstream.error.unexpected%2Cstreams.jira.action%2Ccommon.date.relative HTTP/1.1" 200 4791
192.168.0.68 - - [06/Aug/2016:14:32:28 +0300] "GET /jira/plugins/servlet/gadgets/ifr?container=atlassian&mid=10003&nocache=1&country=RU&lang=ru&view=default&view-params=%7B%22writable%22%3A%22false%22%7D&st=atlassian%3AfSif11BlbfxDie1ZrsD6yeXnl4Cu62uis1P%2BsYjQcO1iiLNpg5AEPlHCfk2%2FCVZ1zklduoA6WOGT%2F9zA%2BHNcrS1bQQ5DeUQr4tjaWjw5e1D9gbEAEPUhl9IWWsJxtbGoNCwOyFJOAb2owoW37XZ6KHc%2F1UoRuludrtWY9RxExy6QQNzTtULS6llZqIdhSNU%2BEynhY3QS2eK6EYGiuBBQGvzkfJKjA8pBBsdvmWdfMkidARB8t1YhynHi3UsJPbocRYDBhrrSI%2F6yoXQWJBTGDyjNcQyEMV%2FAgrJABb3kLE9j1CmXpGLlo4eYPieEgh43jJschxQ6S7oZia3WySPETKMeA1M%3D&up_isConfigured=true&up_isReallyConfigured=false&up_title=Your+Company+JIRA&up_titleRequired=true&up_numofentries=5&up_refresh=false&up_maxProviderLabelCharacters=50&up_rules=&up_renderingContext=&up_keys=__all_projects__&up_itemKeys=&up_username=&url=http%3A%2F%2Fnotebook-pc%3A2990%2Fjira%2Frest%2Fgadgets%2F1.0%2Fg%2Fcom.atlassian.streams.streams-jira-plugin%3Aactivitystream-gadget%2Fgadgets%2Factivitystream-gadget.xml&libs=auth-refresh HTTP/1.1" 200 10703
192.168.0.68 - - [06/Aug/2016:14:32:29 +0300] "GET /jira/s/2282f5e74a656470fdd2cd42983645d0-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/5.7.46/_/download/batch/com.atlassian.auiplugin:aui-reset/com.atlassian.auiplugin:aui-reset.css HTTP/1.1" 200 388
192.168.0.68 - - [06/Aug/2016:14:32:29 +0300] "GET /jira/s/2282f5e74a656470fdd2cd42983645d0-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/5.7.46/_/download/batch/com.atlassian.auiplugin:aui-navigation/com.atlassian.auiplugin:aui-navigation.css HTTP/1.1" 200 1536
192.168.0.68 - - [06/Aug/2016:14:32:29 +0300] "GET /jira/s/af3119a1f89d06a4a91d44adc08d226a-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/5.7.46/_/download/batch/com.atlassian.auiplugin:ajs-gadgets-base/com.atlassian.auiplugin:ajs-gadgets-base.css HTTP/1.1" 200 8407
192.168.0.68 - - [06/Aug/2016:14:32:29 +0300] "GET /jira/s/2282f5e74a656470fdd2cd42983645d0-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/5.7.46/_/download/batch/com.atlassian.auiplugin:aui-avatars/com.atlassian.auiplugin:aui-avatars.css HTTP/1.1" 200 557
192.168.0.68 - - [06/Aug/2016:14:32:29 +0300] "GET /jira/s/2282f5e74a656470fdd2cd42983645d0-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/5.7.46/_/download/batch/com.atlassian.auiplugin:aui-page-typography/com.atlassian.auiplugin:aui-page-typography.css HTTP/1.1" 200 908
192.168.0.68 - - [06/Aug/2016:14:32:30 +0300] "GET /jira/rest/gadget/1.0/issueTable/jql?num=10&tableContext=jira.table.cols.dashboard&addDefault=true&enableSorting=true&paging=true&showActions=true&jql=assignee+%3D+currentUser()+AND+resolution+%3D+unresolved+ORDER+BY+priority+DESC%2C+created+ASC&sortBy=&startIndex=0&_=1470483147843 HTTP/1.1" 200 245
192.168.0.68 - - [06/Aug/2016:14:32:30 +0300] "GET /jira/s/2282f5e74a656470fdd2cd42983645d0-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/5.7.46/_/download/batch/com.atlassian.auiplugin:aui-experimental-iconfont/com.atlassian.auiplugin:aui-experimental-iconfont.css HTTP/1.1" 200 2608
192.168.0.68 - - [06/Aug/2016:14:32:30 +0300] "GET /jira/s/2282f5e74a656470fdd2cd42983645d0-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/5.7.46/_/download/batch/com.atlassian.auiplugin:aui-header/com.atlassian.auiplugin:aui-header.css HTTP/1.1" 200 238
192.168.0.68 - - [06/Aug/2016:14:32:30 +0300] "GET /jira/s/143db9403adebd09d29a66d344393e06-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/5.7.46/_/download/batch/com.atlassian.auiplugin:aui-header-unresponsive/com.atlassian.auiplugin:aui-header-unresponsive.css HTTP/1.1" 200 1521
192.168.0.68 - - [06/Aug/2016:14:32:30 +0300] "GET /jira/rest/activity-stream/1.0/preferences?_=1470483150682 HTTP/1.1" 200 136
192.168.0.68 - - [06/Aug/2016:14:32:30 +0300] "GET /jira/plugins/servlet/streams?maxResults=5&relativeLinks=true&_=1470483150711 HTTP/1.1" 200 570
192.168.0.68 - - [06/Aug/2016:14:32:30 +0300] "GET /jira/s/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/6.0.9/_/download/resources/com.atlassian.streams.streams-jira-plugin:date-ru-RU/date.js?callback=ActivityStreams.loadDateJs&_=1470483150790 HTTP/1.1" 200 2512
192.168.0.68 - - [06/Aug/2016:14:32:34 +0300] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:32:38 +0300] "GET /jira/rest/api/1.0/menus/browse_link?inAdminMode=false&_=1470483158748 HTTP/1.1" 200 1362
192.168.0.68 - - [06/Aug/2016:14:32:39 +0300] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:32:39 +0300] "GET /jira/rest/api/1.0/menus/find_link?inAdminMode=false&_=1470483159361 HTTP/1.1" 200 528
192.168.0.68 - - [06/Aug/2016:14:32:41 +0300] "GET /jira/s/c9ff37db50df8cb108d30c4f3fbff554-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/1.0/_/download/batch/jira.filter.deletion.warning:styles/jira.filter.deletion.warning:styles.css HTTP/1.1" 200 198
192.168.0.68 - - [06/Aug/2016:14:32:42 +0300] "GET /jira/issues/ HTTP/1.1" 200 12858
192.168.0.68 - - [06/Aug/2016:14:32:47 +0300] "GET /jira/s/eae7d7069ecbca94d1d4e252328fa3cd-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/3223627920a90fab90a4341605b108f5/_/download/contextbatch/css/jira.view.issue,jira.navigator.kickass,com.atlassian.jira.jira-issue-nav-plugin:viewissue-standalone,jira.navigator.simple,jira.navigator.advanced,atl.general,jira.global,jira.general,-_super/batch.css?devtoolbar=false&is-server-instance=true&is-system-admin=true&jira.create.linked.issue=true&nps-acknowledged=true&nps-not-opted-out=true&user-logged-in=true HTTP/1.1" 200 80043
192.168.0.68 - - [06/Aug/2016:14:32:47 +0300] "GET /jira/s/0b78671459181b9c923be0c39d6562ce-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/3223627920a90fab90a4341605b108f5/_/download/contextbatch/js/jira.view.issue,jira.navigator.kickass,com.atlassian.jira.jira-issue-nav-plugin:viewissue-standalone,jira.navigator.simple,jira.navigator.advanced,atl.general,jira.global,jira.general,-_super/batch.js?devtoolbar=false&is-server-instance=true&is-system-admin=true&jira.create.linked.issue=true&locale=ru-RU&nps-acknowledged=true&nps-not-opted-out=true&user-logged-in=true HTTP/1.1" 200 766971
192.168.0.68 - - [06/Aug/2016:14:32:48 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 341
192.168.0.68 - - [06/Aug/2016:14:32:48 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 460
192.168.0.68 - - [06/Aug/2016:14:32:48 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/017bee1cfb84708a7ba1e4bae9f57901/_/download/contextbatch/js/browser-metrics-plugin.contrib,-_super,-com.atlassian.jira.jira-issue-nav-plugin:viewissue-standalone,-jira.navigator.kickass,-atl.general/batch.js HTTP/1.1" 200 17647
192.168.0.68 - - [06/Aug/2016:14:32:48 +0300] "GET /jira/rest/api/2/filter/favourite?expand=subscriptions[-5:]&_=1470483168907 HTTP/1.1" 200 44
192.168.0.68 - - [06/Aug/2016:14:32:49 +0300] "POST /jira/rest/issueNav/latest/preferredSearchLayout HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:32:49 +0300] "POST /jira/rest/issueNav/1/issueTable HTTP/1.1" 200 467
192.168.0.68 - - [06/Aug/2016:14:32:49 +0300] "GET /jira/rest/hipchat/integrations/1.0/configuration/status?_=1470483169379 HTTP/1.1" 200 100
192.168.0.68 - - [06/Aug/2016:14:32:49 +0300] "GET /jira/rest/qr/1.0/batching?_=1470483169381 HTTP/1.1" 200 423
192.168.0.68 - - [06/Aug/2016:14:32:50 +0300] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:32:51 +0300] "POST /jira/secure/QueryComponent!Jql.jspa HTTP/1.1" 200 2161
192.168.0.68 - - [06/Aug/2016:14:33:00 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 378
192.168.0.68 - - [06/Aug/2016:14:33:00 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 421
192.168.0.68 - - [06/Aug/2016:14:33:00 +0300] "GET /jira/s/8b6974491858552cce77f7238c375c59-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/3cfa9fbc92731e79ade4b57ca287bcbf/_/download/contextbatch/css/jira.create.issue,-_super,-jira.view.issue,-atl.general,-com.atlassian.jira.jira-issue-nav-plugin:viewissue-standalone,-jira.navigator.kickass,-jira.general,-jira.navigator.advanced,-jira.navigator.simple/batch.css HTTP/1.1" 200 1226
192.168.0.68 - - [06/Aug/2016:14:33:00 +0300] "GET /jira/s/8e887d1376f61bf64f841e2d300cca3c-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/3cfa9fbc92731e79ade4b57ca287bcbf/_/download/contextbatch/js/jira.create.issue,-_super,-jira.view.issue,-atl.general,-com.atlassian.jira.jira-issue-nav-plugin:viewissue-standalone,-jira.navigator.kickass,-jira.general,-jira.navigator.advanced,-jira.navigator.simple/batch.js?locale=ru-RU HTTP/1.1" 200 30202
192.168.0.68 - - [06/Aug/2016:14:33:00 +0300] "POST /jira/secure/QuickCreateIssue!default.jspa?decorator=none HTTP/1.1" 200 3086
192.168.0.68 - - [06/Aug/2016:14:33:00 +0300] "POST /jira/rest/quickedit/1.0/userpreferences/create HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:33:05 +0300] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:36:14 +0300] "GET /jira/secure/admin/ViewIssueTypes.jspa HTTP/1.1" 200 8397
192.168.0.68 - - [06/Aug/2016:14:36:14 +0300] "GET /jira/download/contextbatch/js/atl.admin,jira.global,jira.admin,-_super/batch.js?cache=false&devtoolbar=false&healthcheck-resources=true&is-server-instance=true&is-system-admin=true&locale=ru-RU&nps-acknowledged=true HTTP/1.1" 200 5476
192.168.0.68 - - [06/Aug/2016:14:36:14 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 416
192.168.0.68 - - [06/Aug/2016:14:36:15 +0300] "GET /jira/rest/hipchat/integrations/1.0/configuration/status?_=1470483375084 HTTP/1.1" 200 100
192.168.0.68 - - [06/Aug/2016:14:36:15 +0300] "GET /jira/rest/qr/1.0/batching?_=1470483375087 HTTP/1.1" 200 423
192.168.0.68 - - [06/Aug/2016:14:36:15 +0300] "GET /jira/rest/plugins/1.0/notifications?_=1470483375160 HTTP/1.1" 200 3676
192.168.0.68 - - [06/Aug/2016:14:36:15 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 341
192.168.0.68 - - [06/Aug/2016:14:36:15 +0300] "GET /jira/rest/supportHealthCheck/1.0/check/admin?_=1470483375773 HTTP/1.1" 200 57
192.168.0.68 - - [06/Aug/2016:14:36:15 +0300] "GET /jira/rest/plugins/1.0/notifications/admin?_=1470483375825 HTTP/1.1" 200 5278
192.168.0.68 - - [06/Aug/2016:14:36:15 +0300] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:36:25 +0300] "GET /jira/secure/admin/ViewCustomFields.jspa HTTP/1.1" 200 8483
192.168.0.68 - - [06/Aug/2016:14:36:25 +0300] "GET /jira/download/contextbatch/js/atl.admin,jira.global,jira.admin,-_super/batch.js?cache=false&devtoolbar=false&healthcheck-resources=true&is-server-instance=true&is-system-admin=true&locale=ru-RU&nps-acknowledged=true HTTP/1.1" 200 5476
192.168.0.68 - - [06/Aug/2016:14:36:26 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 416
192.168.0.68 - - [06/Aug/2016:14:36:26 +0300] "GET /jira/rest/hipchat/integrations/1.0/configuration/status?_=1470483386564 HTTP/1.1" 200 100
